state,metric,stand_size_class,estimate,se,se_percent,plot_count,report_years
CA,area,Large diameter,22319360.11210435,215403.6334187264,0.9650977104039264,4065,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
CA,area,Medium diameter,4052957.012588081,138666.95641393107,3.421377428461376,817,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
CA,area,Small diameter,3605622.205676125,134071.21387723947,3.7183932821963097,713,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
CA,area,Nonstocked,1518084.8991913346,89309.10131507803,5.883010980654106,352,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
CO,volume,Large diameter,27228377951.62387,579003915.2354951,2.126472301303442,2342,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,volume,Medium diameter,6833471146.921599,294912690.98723173,4.315708439335205,770,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,volume,Small diameter,1303268444.1944952,77091147.20543717,5.91521628171428,664,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,volume,Nonstocked,39685662.16897111,7105652.412274554,17.904835207286087,70,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,mortality,Large diameter,476860033.7654511,23888496.84207788,5.0095405675845965,1205,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,mortality,Medium diameter,245416050.99079508,16270533.739841249,6.629775711145933,564,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,mortality,Small diameter,208434811.8115357,19780030.72335684,9.489792300741833,371,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,mortality,Nonstocked,52737162.33912298,10912277.394920267,20.69181751712305,64,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,biomass,Large diameter,451102982.6076776,9119354.503032615,2.021568212720881,2342,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,biomass,Medium diameter,126142554.7934726,5230115.60774853,4.146194451437548,771,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,biomass,Small diameter,37542167.160083495,1905083.995041212,5.074517906538922,780,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,biomass,Nonstocked,698642.6285107544,122095.77663465128,17.47614182875069,72,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,growth,Large diameter,-99611624.48387174,22128995.834366057,-22.21527452144804,2259,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,growth,Medium diameter,-88530512.05416949,14024645.74251626,-15.841595645504622,751,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,growth,Small diameter,-153368075.2223529,17974959.521561425,-11.72014416657531,689,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,growth,Nonstocked,-45539756.98129053,9916437.966145098,-21.77534230193444,111,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,removals,Large diameter,14859958.296672665,3689955.3219337785,24.83153215012728,57,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,removals,Medium diameter,3479412.5671669906,1153965.8012344276,33.165535243611835,18,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,removals,Small diameter,12449382.515641866,3749152.259196208,30.11516639066744,33,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,removals,Nonstocked,4043094.3811608353,2140812.555195935,52.94985358667967,6,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,sawlog,Large diameter,84567452209.88939,2440821404.3918643,2.8862420950485164,1439,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,sawlog,Medium diameter,10083755550.813126,550652103.920963,5.460783942511974,574,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,sawlog,Small diameter,2886190905.4882765,258820110.7852417,8.967532615153031,286,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,sawlog,Nonstocked,78355435.23321399,22406361.85792507,28.595797842530857,23,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,area,Large diameter,13271263.964631476,184053.4856560637,1.3868572439413054,2344,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,area,Medium diameter,4058755.597676588,134195.8055349806,3.306328807080679,771,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,area,Small diameter,4532737.205663497,144585.71328391737,3.1898101902590468,850,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CO,area,Nonstocked,855319.6054875219,65457.93159199802,7.653037668262941,201,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
CT,volume,Large diameter,6376742591.763716,244385084.1361597,3.832443926022836,268,2019;2020;2021;2022;2023;2024;2025
CT,volume,Medium diameter,238825797.32280272,51311964.44204065,21.485101281871223,37,2019;2020;2021;2022;2023;2024;2025
CT,volume,Small diameter,35434117.19609775,13460408.008928625,37.98714085195547,17,2019;2020;2021;2022;2023;2024;2025
CT,volume,Nonstocked,3444462.9315333944,2194124.713248658,63.70005300860895,3,2019;2020;2021;2022;2023;2024;2025
CT,mortality,Large diameter,90098526.94423635,9476380.622826545,10.51779750926633,197,2019;2020;2021;2022;2023;2024;2025
CT,mortality,Medium diameter,2436396.995739508,834598.2700852306,34.255430110309625,18,2019;2020;2021;2022;2023;2024;2025
CT,mortality,Small diameter,3496231.811991669,2516042.4449246256,71.96440568657067,6,2019;2020;2021;2022;2023;2024;2025
CT,mortality,Nonstocked,0.0,0.0,,0,2019;2020;2021;2022;2023;2024;2025
CT,biomass,Large diameter,143739351.17680427,5215973.547078997,3.628772152076276,268,2019;2020;2021;2022;2023;2024;2025
CT,biomass,Medium diameter,5543326.381956136,1184637.840040835,21.37052301118158,37,2019;2020;2021;2022;2023;2024;2025
CT,biomass,Small diameter,1193824.9527114802,373180.5795185259,31.25923768563707,18,2019;2020;2021;2022;2023;2024;2025
CT,biomass,Nonstocked,74256.52981811052,46858.15525149722,63.10307708463496,3,2019;2020;2021;2022;2023;2024;2025
CT,growth,Large diameter,65134780.84985148,10450809.826314565,16.044899038511765,248,2019;2020;2021;2022;2023;2024;2025
CT,growth,Medium diameter,8160733.70566568,2327705.583486476,28.52323905472422,35,2019;2020;2021;2022;2023;2024;2025
CT,growth,Small diameter,-1327286.0811409224,2226455.880279309,-167.74498820672247,16,2019;2020;2021;2022;2023;2024;2025
CT,growth,Nonstocked,356919.62838147144,233906.31016346923,65.5347287074593,3,2019;2020;2021;2022;2023;2024;2025
CT,removals,Large diameter,17102763.52049312,4668336.272544054,27.29580086253484,26,2019;2020;2021;2022;2023;2024;2025
CT,removals,Medium diameter,202560.60179971124,212191.448419808,104.7545507539613,1,2019;2020;2021;2022;2023;2024;2025
CT,removals,Small diameter,61462.16266108691,61106.160085094205,99.4207776612812,1,2019;2020;2021;2022;2023;2024;2025
CT,removals,Nonstocked,1581142.3540476058,1368531.333088874,86.55332833160382,2,2019;2020;2021;2022;2023;2024;2025
CT,sawlog,Large diameter,17451456222.698116,805584656.0820236,4.616145757706143,263,2019;2020;2021;2022;2023;2024;2025
CT,sawlog,Medium diameter,276699493.3992319,76971729.85740545,27.81780657124221,25,2019;2020;2021;2022;2023;2024;2025
CT,sawlog,Small diameter,38121579.97612072,26966583.231002413,70.73836721325357,4,2019;2020;2021;2022;2023;2024;2025
CT,sawlog,Nonstocked,5193048.735600844,5030699.395603973,96.87371815165362,1,2019;2020;2021;2022;2023;2024;2025
CT,area,Large diameter,1555068.814229254,45918.49662678528,2.952827309416791,271,2019;2020;2021;2022;2023;2024;2025
CT,area,Medium diameter,125546.23486804152,24211.16282720023,19.284658638029228,37,2019;2020;2021;2022;2023;2024;2025
CT,area,Small diameter,78849.12199176555,19988.59092733321,25.350429303982203,19,2019;2020;2021;2022;2023;2024;2025
CT,area,Nonstocked,21867.36122144548,8156.238575159124,37.29868680799145,8,2019;2020;2021;2022;2023;2024;2025
DE,volume,Large diameter,1294652357.0477464,100643946.30791944,7.773820188874665,93,2019;2020;2021;2022;2023;2024;2025
DE,volume,Medium diameter,105994155.86257309,27646252.52930853,26.082808343842405,17,2019;2020;2021;2022;2023;2024;2025
DE,volume,Small diameter,6547013.713698706,3130562.818021379,47.816652827091474,7,2019;2020;2021;2022;2023;2024;2025
DE,volume,Nonstocked,44590.41658473862,45687.37879708853,102.46008514018985,1,2019;2020;2021;2022;2023;2024;2025
DE,mortality,Large diameter,12003065.115393007,1856727.7758346784,15.468780332230036,64,2019;2020;2021;2022;2023;2024;2025
DE,mortality,Medium diameter,1306948.7543773148,582071.3371793882,44.53666107641009,11,2019;2020;2021;2022;2023;2024;2025
DE,mortality,Small diameter,0.0,0.0,,0,2019;2020;2021;2022;2023;2024;2025
DE,mortality,Nonstocked,0.0,0.0,,0,2019;2020;2021;2022;2023;2024;2025
DE,biomass,Large diameter,26878066.28865708,1981328.8488256545,7.371545361735354,93,2019;2020;2021;2022;2023;2024;2025
DE,biomass,Medium diameter,2207544.075798207,576811.0614183468,26.12908470286296,17,2019;2020;2021;2022;2023;2024;2025
DE,biomass,Small diameter,250023.16219397084,133165.05808612352,53.261088659782864,8,2019;2020;2021;2022;2023;2024;2025
DE,biomass,Nonstocked,519.0427103387477,531.81160292703,102.46008514018988,1,2019;2020;2021;2022;2023;2024;2025
DE,growth,Large diameter,22761572.96443857,4044520.043186106,17.769070922756715,86,2019;2020;2021;2022;2023;2024;2025
DE,growth,Medium diameter,6788366.354406437,2195089.5393426768,32.33605001176475,17,2019;2020;2021;2022;2023;2024;2025
DE,growth,Small diameter,190512.15786341453,118332.57032999424,62.11287072546382,5,2019;2020;2021;2022;2023;2024;2025
DE,growth,Nonstocked,5962.486785276352,6200.7242665184685,103.99560602516414,1,2019;2020;2021;2022;2023;2024;2025
DE,removals,Large diameter,1764687.785338908,962319.3560220272,54.531989398748735,8,2019;2020;2021;2022;2023;2024;2025
DE,removals,Medium diameter,0.0,0.0,,0,2019;2020;2021;2022;2023;2024;2025
DE,removals,Small diameter,2895334.6175568374,2565399.3726845025,88.60459019583915,2,2019;2020;2021;2022;2023;2024;2025
DE,removals,Nonstocked,0.0,0.0,,0,2019;2020;2021;2022;2023;2024;2025
DE,sawlog,Large diameter,3684546324.5968738,347589419.26507807,9.433710113635438,91,2019;2020;2021;2022;2023;2024;2025
DE,sawlog,Medium diameter,110075662.77849165,36333049.540567815,33.007341153767875,11,2019;2020;2021;2022;2023;2024;2025
DE,sawlog,Small diameter,8464188.08662625,6994786.443034405,82.63978034805774,2,2019;2020;2021;2022;2023;2024;2025
DE,area,Large diameter,276298.4838685805,17039.68100634025,6.16712794357752,93,2019;2020;2021;2022;2023;2024;2025
DE,area,Medium diameter,43341.61948714356,10595.325556816404,24.44607673222571,17,2019;2020;2021;2022;2023;2024;2025
DE,area,Small diameter,20950.05773777322,7601.185456615697,36.28240815255924,10,2019;2020;2021;2022;2023;2024;2025
DE,area,Nonstocked,3427.5862679374613,3511.9078083821787,102.46008514018985,1,2019;2020;2021;2022;2023;2024;2025
FL,volume,Large diameter,27359102914.874268,689768583.102468,2.521166667081993,1661,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,volume,Medium diameter,7380098894.378843,285581541.4241626,3.869616728871748,922,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,volume,Small diameter,1076840278.2098415,56509639.7683509,5.247727161756386,632,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,volume,Nonstocked,42319017.073632576,7730017.59601926,18.26606129005664,50,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,mortality,Large diameter,396253340.11021966,18461756.11167192,4.65907898884504,1028,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,mortality,Medium diameter,118680098.48219892,9322585.60358595,7.855222335347374,499,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,mortality,Small diameter,97692958.05601068,13218532.679034188,13.530691405060695,212,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,mortality,Nonstocked,6022150.86265637,2113068.8042604835,35.08827414742661,18,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,biomass,Large diameter,541951463.9702479,13120156.411566747,2.42090985702864,1661,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,biomass,Medium diameter,148621507.40510482,5576120.255648891,3.751893217211013,924,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,biomass,Small diameter,37686004.63519743,1819986.171157713,4.829342321573427,779,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,biomass,Nonstocked,829062.7930340668,148647.61423904353,17.92959658641146,52,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,growth,Large diameter,483782860.5468666,24110657.44221292,4.983776691666651,1627,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,growth,Medium diameter,381772996.3988466,20220327.52539803,5.29642685997451,909,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,growth,Small diameter,41703372.200060606,13115180.194217697,31.44872824984316,788,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,growth,Nonstocked,6524491.651583752,2551517.880415697,39.10676902768881,81,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,removals,Large diameter,108916756.23221964,14324483.682483025,13.151772213948446,126,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,removals,Medium diameter,47400833.37883405,7536829.727627544,15.900205102708115,73,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,removals,Small diameter,407238554.07392174,33613436.00386481,8.253991589844246,243,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,removals,Nonstocked,75673717.00731674,16983142.515855566,22.442590621276736,36,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,sawlog,Large diameter,61612636781.99335,1873342628.7304776,3.0405168916224232,1480,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,sawlog,Medium diameter,5242113282.327546,281589829.8297041,5.37168532353188,621,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,sawlog,Small diameter,1283810405.4555411,128682010.11929873,10.02344345960008,212,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,sawlog,Nonstocked,70577846.16583136,22283323.548545312,31.572688540520065,17,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,area,Large diameter,7790061.352029417,152620.6853407662,1.959171801657332,1679,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,area,Medium diameter,4057052.34563488,129723.8888277497,3.19749112843772,941,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,area,Small diameter,4319318.6570394905,135895.61714143894,3.1462280959512103,935,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
FL,area,Nonstocked,440864.21412376594,44714.68410290218,10.14250707369712,128,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
GA,volume,Large diameter,56023798957.70699,830382730.8665903,1.482196399236431,3129,2016;2019;2020;2021;2022;2023;2024;2025
GA,volume,Medium diameter,11199111766.4995,368823791.7076717,3.2933307515597257,1246,2016;2019;2020;2021;2022;2023;2024;2025
GA,volume,Small diameter,1554579347.3879614,80380966.46451916,5.170592713686634,744,2016;2019;2020;2021;2022;2023;2024;2025
GA,volume,Nonstocked,21272849.484265152,6043062.349478563,28.40739485299524,27,2016;2019;2020;2021;2022;2023;2024;2025
GA,mortality,Large diameter,611717161.5882367,22703177.476988263,3.71138475468674,1883,2016;2019;2020;2021;2022;2023;2024;2025
GA,mortality,Medium diameter,122358428.77055952,9506549.335587284,7.76942743635054,568,2016;2019;2020;2021;2022;2023;2024;2025
GA,mortality,Small diameter,82915809.31455198,11996219.23707685,14.467951692502478,179,2016;2019;2020;2021;2022;2023;2024;2025
GA,mortality,Nonstocked,4470757.321923576,2604126.693161667,58.24799929067101,10,2016;2019;2020;2021;2022;2023;2024;2025
GA,biomass,Large diameter,1098723753.162078,15885452.394424466,1.4458094993128927,3133,2016;2019;2020;2021;2022;2023;2024;2025
GA,biomass,Medium diameter,224852010.34348616,7236012.463642024,3.218122200725811,1248,2016;2019;2020;2021;2022;2023;2024;2025
GA,biomass,Small diameter,50645228.54836987,2416286.2502977937,4.771004731452766,958,2016;2019;2020;2021;2022;2023;2024;2025
GA,biomass,Nonstocked,565213.3933520525,202018.18393385605,35.74193150940174,30,2016;2019;2020;2021;2022;2023;2024;2025
GA,growth,Large diameter,1694892814.4896398,40853459.12863099,2.410386000776848,3117,2016;2019;2020;2021;2022;2023;2024;2025
GA,growth,Medium diameter,955690381.7201828,35587160.34035409,3.72371230484704,1244,2016;2019;2020;2021;2022;2023;2024;2025
GA,growth,Small diameter,187971838.5504416,14812352.377117556,7.88009123672146,1041,2016;2019;2020;2021;2022;2023;2024;2025
GA,growth,Nonstocked,7562659.738446168,3058143.627798246,40.43740871021358,70,2016;2019;2020;2021;2022;2023;2024;2025
GA,removals,Large diameter,393669467.9724754,30039407.866282728,7.630616623888907,338,2016;2019;2020;2021;2022;2023;2024;2025
GA,removals,Medium diameter,94807068.8742982,13093415.44942009,13.810589869390697,110,2016;2019;2020;2021;2022;2023;2024;2025
GA,removals,Small diameter,1211412665.794167,71681937.9637158,5.917218796513342,451,2016;2019;2020;2021;2022;2023;2024;2025
GA,removals,Nonstocked,110833452.6904916,21204151.039237816,19.13154424454461,49,2016;2019;2020;2021;2022;2023;2024;2025
GA,sawlog,Large diameter,166426077278.63742,2926175667.75319,1.7582434890020666,3008,2016;2019;2020;2021;2022;2023;2024;2025
GA,sawlog,Medium diameter,9845715879.655657,457889178.4069752,4.650643833356173,887,2016;2019;2020;2021;2022;2023;2024;2025
GA,sawlog,Small diameter,2621850837.1831646,245884009.4080933,9.378260804198284,248,2016;2019;2020;2021;2022;2023;2024;2025
GA,sawlog,Nonstocked,8793303.46933838,5112676.846956369,58.14284545943293,3,2016;2019;2020;2021;2022;2023;2024;2025
GA,area,Large diameter,13222657.13720306,170411.19662454046,1.2887817846011766,3152,2016;2019;2020;2021;2022;2023;2024;2025
GA,area,Medium diameter,5133578.621290596,144932.45747646922,2.8232246580462963,1255,2016;2019;2020;2021;2022;2023;2024;2025
GA,area,Small diameter,5389897.260926273,145188.502463624,2.693715583711754,1211,2016;2019;2020;2021;2022;2023;2024;2025
GA,area,Nonstocked,282946.4622840914,33060.13167776122,11.684235742296476,99,2016;2019;2020;2021;2022;2023;2024;2025
HI,volume,Large diameter,2125968539.2141457,287966957.42820007,13.545212552140857,95,2019
HI,volume,Medium diameter,746555814.3775221,89826061.71558586,12.032062437352094,96,2019
HI,volume,Small diameter,270670583.35034335,35835826.96853716,13.239645965573194,134,2019
HI,volume,Nonstocked,7507517.206913107,2923876.164592331,38.9459801956891,8,2019
HI,mortality,Large diameter,25437217.220213447,5716021.998548203,22.47109795487385,62,2019
HI,mortality,Medium diameter,11072428.503235403,2745861.804038291,24.79909265827221,44,2019
HI,mortality,Small diameter,9105022.773683228,2959019.586472192,32.49876095889421,45,2019
HI,mortality,Nonstocked,0.0,0.0,,0,2019
HI,biomass,Large diameter,62289766.14449777,8602124.214986758,13.809851517232913,95,2019
HI,biomass,Medium diameter,25218581.43208714,2966970.6438406543,11.76501799607807,96,2019
HI,biomass,Small diameter,17066630.19517662,2157845.9425907456,12.643655589376964,145,2019
HI,biomass,Nonstocked,188466.6665936536,77575.12446924114,41.161190926403016,8,2019
HI,growth,Large diameter,31677408.45534341,13678042.858429031,43.17917255671775,76,2019
HI,growth,Medium diameter,16048992.286049772,4716980.2244259445,29.39113023642036,74,2019
HI,growth,Small diameter,5226184.282738943,3288577.75849462,62.92502484759567,81,2019
HI,growth,Nonstocked,701835.7261223993,409985.816470268,58.41620784046079,3,2019
HI,removals,Large diameter,46908.24559246803,39873.28695657719,85.00272490041615,1,2019
HI,removals,Medium diameter,0.0,0.0,,0,2019
HI,removals,Small diameter,16523207.7123438,10050500.600347783,60.82657057466798,4,2019
HI,removals,Nonstocked,0.0,0.0,,0,2019
HI,area,Large diameter,486000.8788391915,43456.54523044785,8.941659804040562,95,2019
HI,area,Medium diameter,466796.114161481,45510.60929855978,9.749569012653794,97,2019
HI,area,Small diameter,777543.5806132839,55300.03787649553,7.112146412793721,153,2019
HI,area,Nonstocked,77939.14007667419,19235.735842206665,24.6804568581115,17,2019
IA,volume,Large diameter,6520764411.539244,256632857.87730792,3.935625360474096,458,2019;2020;2021;2022;2023;2024;2025
IA,volume,Medium diameter,614907439.6894457,62812763.91012065,10.21499494978362,120,2019;2020;2021;2022;2023;2024;2025
IA,volume,Small diameter,76450123.31926426,13631594.840994967,17.830703534731924,48,2019;2020;2021;2022;2023;2024;2025
IA,volume,Nonstocked,2454579.895797801,1107752.16150625,45.13001036970533,6,2019;2020;2021;2022;2023;2024;2025
IA,mortality,Large diameter,102815697.99715596,8211377.874536572,7.986502095004706,304,2019;2020;2021;2022;2023;2024;2025
IA,mortality,Medium diameter,14797197.913930954,3565934.90586294,24.098717382875297,56,2019;2020;2021;2022;2023;2024;2025
IA,mortality,Small diameter,4186998.0885983016,1375948.322268274,32.86240626703763,17,2019;2020;2021;2022;2023;2024;2025
IA,mortality,Nonstocked,1529836.7716892452,977165.8948261344,63.873866343737326,5,2019;2020;2021;2022;2023;2024;2025
IA,biomass,Large diameter,151393034.79115257,5722778.414500314,3.7800803863895815,458,2019;2020;2021;2022;2023;2024;2025
IA,biomass,Medium diameter,14929447.732114987,1506733.7640848362,10.092361024471629,120,2019;2020;2021;2022;2023;2024;2025
IA,biomass,Small diameter,2211072.1019794475,425784.1991717226,19.25691155844905,54,2019;2020;2021;2022;2023;2024;2025
IA,biomass,Nonstocked,53804.185935228845,23811.81040598633,44.25642725019895,6,2019;2020;2021;2022;2023;2024;2025
IA,growth,Large diameter,95575831.53375772,8835708.132741205,9.24470966242172,438,2019;2020;2021;2022;2023;2024;2025
IA,growth,Medium diameter,22499648.98750072,3959900.148275594,17.599830781695516,113,2019;2020;2021;2022;2023;2024;2025
IA,growth,Small diameter,2937945.908426627,1403100.5569419044,47.75787576338714,52,2019;2020;2021;2022;2023;2024;2025
IA,growth,Nonstocked,-1196030.5055482078,915950.15024132,-76.58250738525176,8,2019;2020;2021;2022;2023;2024;2025
IA,removals,Large diameter,14786536.28920437,3492675.882008428,23.62064931026765,42,2019;2020;2021;2022;2023;2024;2025
IA,removals,Medium diameter,7379487.853407744,4324404.403962732,58.60033229766457,5,2019;2020;2021;2022;2023;2024;2025
IA,removals,Small diameter,2560173.289049631,1214640.4965472636,47.443682884378255,8,2019;2020;2021;2022;2023;2024;2025
IA,removals,Nonstocked,0.0,0.0,,0,2019;2020;2021;2022;2023;2024;2025
IA,sawlog,Large diameter,13292588348.733591,677395518.3575774,5.096039240710513,390,2019;2020;2021;2022;2023;2024;2025
IA,sawlog,Medium diameter,352721877.03353816,61031366.20153253,17.30297159757103,50,2019;2020;2021;2022;2023;2024;2025
IA,sawlog,Small diameter,49376948.10799821,17652177.36846088,35.7498347809016,10,2019;2020;2021;2022;2023;2024;2025
IA,area,Large diameter,2156075.237296293,65130.22939820129,3.020777209976876,463,2019;2020;2021;2022;2023;2024;2025
IA,area,Medium diameter,473321.2265562838,44015.895376458975,9.299370682507291,122,2019;2020;2021;2022;2023;2024;2025
IA,area,Small diameter,267651.83944776986,33927.85470006605,12.676114899889116,71,2019;2020;2021;2022;2023;2024;2025
IA,area,Nonstocked,27984.999480422928,8872.949485769286,31.70609130072134,12,2019;2020;2021;2022;2023;2024;2025
ID,volume,Large diameter,52930752762.27071,935212786.3901116,1.7668609222137035,2337,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,volume,Medium diameter,3319164935.113517,214694682.2040113,6.46833424674838,359,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,volume,Small diameter,1809149400.0297992,100704724.8616178,5.566412860096522,605,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,volume,Nonstocked,219535234.17106107,23893400.500673007,10.883629040637436,164,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,mortality,Large diameter,660917245.793254,25415705.073759027,3.845520030764863,1518,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,mortality,Medium diameter,63284718.20930077,6451202.969085156,10.19393488922424,243,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,mortality,Small diameter,262064823.2772457,23484302.26533706,8.961256978962172,380,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,mortality,Nonstocked,240857367.3895636,23786397.386339843,9.875719245850444,204,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,biomass,Large diameter,818280647.2381326,13997626.834134378,1.7106144305598918,2337,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,biomass,Medium diameter,60158658.92487346,3727733.270971951,6.196503275824631,359,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,biomass,Small diameter,38219408.30775156,1964230.578271412,5.139353708605246,705,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,biomass,Nonstocked,3585861.9613388707,386088.7911071821,10.766973053336002,172,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,growth,Large diameter,456257416.7283914,30202904.829871748,6.619707148311727,2307,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,growth,Medium diameter,53954750.03883195,8525702.516398346,15.801579120026105,355,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,growth,Small diameter,-167756073.74496865,21810931.63171209,-13.001574932464257,691,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,growth,Nonstocked,-209827403.41137588,21908904.88040623,-10.441393509241903,295,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,removals,Large diameter,61261669.80877268,9549973.81557304,15.588823885119568,92,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,removals,Medium diameter,753037.9096642013,361020.0180837529,47.94181188630209,10,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,removals,Small diameter,177987031.86693677,27116170.80972004,15.234913760454246,86,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,removals,Nonstocked,33925273.53015259,10476908.21236067,30.882310213501608,23,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,sawlog,Large diameter,226267127312.2839,4512983461.599146,1.994537834641143,2264,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,sawlog,Medium diameter,5823134424.462442,422105774.8546336,7.2487726383476,306,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,sawlog,Small diameter,5555937856.01678,385929787.4205313,6.946258173182954,412,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,sawlog,Nonstocked,762265644.1829922,102917809.39923003,13.501567358389726,115,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,area,Large diameter,13018700.368152512,166625.6420737586,1.2798945928686771,2338,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,area,Medium diameter,1854610.2146638285,97396.1962867405,5.251572298947722,360,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,area,Small diameter,4493455.591175071,141963.16612235943,3.159331682306335,848,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
ID,area,Nonstocked,2389934.632229666,106748.42184106245,4.46658332832612,466,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
IL,volume,Large diameter,13669660902.560167,349922017.58016634,2.559844169321201,827,2018;2019;2020;2021;2022;2023;2024
IL,volume,Medium diameter,1173475895.2770364,106425454.52928168,9.069249309476149,191,2018;2019;2020;2021;2022;2023;2024
IL,volume,Small diameter,115090203.4306115,17127293.359224964,14.881625758486994,69,2018;2019;2020;2021;2022;2023;2024
IL,volume,Nonstocked,3577157.254401555,1345710.4033963045,37.619548364569646,8,2018;2019;2020;2021;2022;2023;2024
